,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
1411,I had no idea I was sitting on the lap of a legend.,1,0,0,1,0,0,0,1
1412,Gary called Carlin and asked to hang out.,1,1,0,0,0,0,0,1
1413,"Carlin agreed, but she misheard the time.",1,0,0,1,1,0,1,1
1414,Gary went to meet her at eight o'clock.,1,1,0,0,1,0,1,1
1415,"Carlin didn't show up, because she thought he meant ten o'clock.",0,0,0,1,1,0,0,0
1416,"Luckily, they called each other and worked out the mistake.",1,1,0,1,0,0,0,1
1417,I stole a chocolate bar from the store.,0,0,1,0,0,1,0,1
1418,"When I tried to leave, a man told me to pay for it.",0,0,1,1,0,0,1,0
1419,I said I didn't have any money but I was hungry.,0,0,1,1,1,1,0,1
1420,The man bought me the chocolate bar.,1,1,0,1,0,0,0,0
1421,I ate the chocolate and thanked him for his kindness.,1,1,0,1,0,0,0,0
1422,Gabriel beamed when his teacher complimented him on his grades.,1,0,0,0,0,0,0,0
1423,"The other kids were not impressed though, and called him teachers pet.",0,0,0,0,1,1,1,0
1424,"Gabriel was sad, and went to the teacher to complain.",0,0,0,1,1,1,1,0
1425,"The other kids just gave each other looks, further proving their point.",0,0,0,0,0,1,0,0
1426,Gabriel realized he was being a baby and decided to get bad grades.,0,0,0,0,1,1,1,0
1427,Owen was at a school dance.,1,0,1,0,0,0,0,1
1428,He really liked a girl at the dance.,1,0,1,1,0,0,0,1
1429,Owen was trying to get the nerve to ask her to dance.,0,0,1,0,0,0,0,1
1430,He finally did get the nerve and walked up to her.,0,0,1,1,0,0,0,1
1431,The dance was ending and he was mad he didn't ask sooner.,0,0,1,0,1,1,1,0
1432,Harry wore high top shoes before going to the roller coaster park.,1,0,0,0,0,0,0,1
1433,He waited with his brother in line to one of the roller coasters.,1,0,1,0,0,0,0,1
1434,The ticket vendor measured Harry's height.,0,0,1,0,0,0,0,1
1435,He told Harry that he met the bare minimum height requirement.,1,0,0,1,0,0,0,1
1436,"However, he allowed Harry to enter the roller coaster.",1,1,0,0,0,0,0,1
1437,Liza was playing volleyball at her college.,1,0,0,0,0,0,0,1
1438,She was tall and thin.,1,1,0,0,0,0,0,1
1439,"When she played abroad, everyone just took pictures of her.",1,0,0,1,0,1,1,0
1440,Liza was frustrated they cared more about her appearance.,1,0,0,0,0,1,1,0
1441,"So at the next game, she wore clown makeup.",1,0,0,1,1,0,1,1
1442,Amy was going to visit her friend who just moved.,1,0,0,0,0,0,0,1
1443,She looked up the address and thought she knew how to get there.,1,1,0,0,0,0,0,1
1444,While she was driving she realized that she was lost!,0,0,1,1,1,1,0,1
1445,Luckily she had her phone and she used the GPS to get back on track.,0,0,1,0,0,0,0,1
1446,In the end she found her way to her friend's new house.,1,0,0,0,0,0,0,0
1447,John felt like life had no meaning.,0,0,1,0,1,1,0,0
1448,John decided to go look for meaning.,0,0,0,0,1,0,0,1
1449,He studied all sorts of religions at various temples.,1,1,0,0,0,0,0,1
1450,John decided he liked Christianity the best.,1,1,0,0,0,0,0,1
1451,John converted and now his life had meaning.,1,1,0,0,0,0,0,1
1452,At the show I noticed I was the only guy in the crowd.,1,0,0,1,0,0,0,1
1453,A few women gave me dirty looks.,0,0,1,1,1,1,1,1
1454,I just smiled and kept dancing and singing along.,1,0,1,0,0,0,0,1
1455,At one point I screamed out a song suggestion.,0,0,0,0,0,1,1,0
1456,A lot of people looked at me then.,1,0,0,1,0,1,0,0
1457,Alex and his son Cole walked to the theater to watch a movie.,1,1,0,0,0,0,0,1
1458,Cole jumped into a puddle of mud by the entrance.,0,0,1,1,0,0,1,1
1459,Alex became angry and scolded Cole.,0,0,1,0,0,1,1,0
1460,"Alex called his wife to pick up Cole, who now had soiled shoes.",0,0,1,0,1,1,1,0
1461,"After Cole was picked up, Alex decided to watch a movie by himself.",0,0,0,0,0,1,1,0
1462,Kelly heard about Ella's New Year's party.,1,0,0,1,0,0,0,1
1463,She got all excited to go.,1,1,0,0,0,0,0,1
1464,Then yesterday Maggie told her she was not invited.,0,0,0,1,1,1,1,0
1465,Kelly immediately was upset.,0,0,1,1,1,1,1,0
1466,But she decided to have her own party instead.,0,0,0,0,0,1,1,1
1467,Jaiden was nervous about moving to a new home.,0,0,1,0,0,0,1,1
1468,He thought about all the friends he would miss.,0,0,1,0,1,0,0,1
1469,"On the day of the big move, Jaiden saw many children playing outside.",0,0,1,0,1,0,0,1
1470,The children immediately invited Jaden to play with them.,1,1,0,1,0,0,0,1
1471,"Jaiden played into the afternoon, and felt his nervousness slip away.",1,1,0,0,0,0,0,0
1472,My sister in law Vera bought a dryer ten years ago.,1,0,0,0,1,1,0,0
1473,Her husband has yet to hook it up.,0,0,1,1,1,1,1,1
1474,He is cheap and does not want to have to rewire the house.,0,0,0,0,1,1,1,1
1475,Vera's therapist said hooking up the dryer would be therapeutic.,0,0,0,0,0,0,0,0
1476,Vera's husband still is not hooking up the dryer.,0,0,0,0,1,1,1,1
1477,Jim enjoys sitting on his porch chewing on his days off.,1,0,0,0,0,0,0,0
1478,He has two days off coming up.,1,0,0,0,0,0,0,1
1479,Jim Can't wait for his days off he thinks about it at work.,1,0,0,0,0,0,0,1
1480,A co-worker asks him if he can cover his shift tomorrow?,0,0,0,1,1,1,1,0
1481,"Jim says yes, he will have to wait another day for his day off.",1,1,0,0,1,0,0,0
1482,Fred was a high school student at a small school.,0,0,1,0,1,0,0,1
1483,He decided to take metal shop as his elective.,1,1,0,0,0,0,0,1
1484,He worked very hard and listened to his instructor.,1,1,0,0,0,0,0,1
1485,One day Fred started his final project.,1,1,0,0,0,0,0,1
1486,He built a 10 HP motor from spare parts and got an A in the class.,1,0,0,1,0,0,0,0
1487,Diane was in charge of her child's school pizza party.,1,0,0,0,0,0,0,1
1488,She set up pizza and snacks in the classroom.,1,0,0,0,0,0,0,1
1489,She also prepared some fun games for the kids.,1,1,0,0,0,0,0,1
1490,The kids enjoyed the party after coming in for recess.,1,1,0,0,0,0,0,1
1491,"At the end of the party, the kids went home for the day.",1,0,0,0,0,0,0,0
1492,Sadie was at lunch with her friends.,1,1,0,0,0,0,0,0
1493,"Suddenly, a boy approached their table.",0,0,0,1,0,0,0,1
1494,He asked Sadie if she wanted to go out on a date.,1,1,1,1,0,0,0,1
1495,Her friends giggled and waited for her response.,1,1,1,1,0,0,0,1
1496,Sadie decided to say yes.,1,1,0,1,0,0,0,1
1497,It's extremely difficult.,0,0,1,1,1,0,0,0
1498,I think I'm in danger of failing.,0,0,1,0,1,1,0,1
1499,I have decided to seek a tutor.,0,0,1,0,1,1,1,0
1500,I just hope the tutor is clearer than the professor.,0,1,1,0,0,0,0,1
1501,The worker pondered how stories were formed.,1,0,0,0,0,0,0,1
1502,The worker's pondering was cut short by necessity.,0,0,0,1,0,0,0,1
1503,He still had stories of his own to write.,1,0,0,1,0,0,0,1
1504,One day in 1982 my cousin called me.,0,0,0,0,0,0,0,0
1505,She works for a state agency.,0,0,0,0,0,0,0,1
1506,She told me she heard her agency was hiring.,1,1,0,0,0,0,0,1
1507,"I scoffed at her, as the agency was very political.",0,0,0,1,0,1,1,0
1508,I managed to get a job.,1,1,0,1,0,0,0,1
1509,Amy liked to do art projects.,1,0,0,0,0,0,0,1
1510,She painted a wine glass with her name.,1,1,0,0,0,0,0,1
1511,"It turned out so beautifully, she decided to do more.",1,1,0,1,0,0,0,0
1512,She gave them to friends as gifts.,1,1,0,0,0,0,0,1
1513,Everyone loved her art work.,1,1,0,1,0,0,0,1
1514,Heather decided to spruce up her living room.,1,0,0,0,0,0,0,1
1515,She began sewing some throw pillows.,1,0,0,0,0,0,0,1
1516,She made four of them for her couch.,1,0,0,1,0,0,0,1
1517,"When she put them on it, she was thrilled with how they looked.",1,0,0,0,0,0,0,0
1518,"Once she was done, she moved on to the drapes.",1,1,0,0,0,0,0,1
1519,Lea's favorite spice was black pepper.,1,0,0,0,0,0,0,0
1520,She put it on everything.,1,0,0,0,0,0,0,1
1521,Her meals often made her sneeze.,0,0,0,0,0,0,0,0
1522,She made a meal for a date.,1,1,0,0,0,0,0,1
1523,"He thought it was over spiced, but politely thanked her.",0,0,0,0,1,0,0,0
1524,Amy was convinced she was going to catch a giant fish.,0,1,0,0,0,0,0,1
1525,She was going fishing for the first time since she was a kid.,1,0,0,0,0,0,0,1
1526,She had bought a new rod and reel.,1,1,1,1,0,0,0,1
1527,She got a bit on her first cast!,1,1,0,1,0,0,0,1
1528,She ended up with five bluegill!,1,0,0,1,0,0,0,0
1529,Megan enrolled in a guitar-making course at the community college.,1,0,0,0,0,0,0,1
1530,This was her first foray in luthiery.,1,1,1,1,0,0,0,1
1531,She wanted to make a stratocaster-shaped guitar.,1,0,0,0,0,0,0,1
1532,She made the body from mahogany and the neck from maple.,1,0,0,0,0,0,0,1
1533,The guitar turned out beautiful and Megan was proud of herself.,1,1,0,1,0,0,0,1
1534,"We got along ok, but I really only wanted an escape.",0,0,1,0,1,1,1,0
1535,"When he came to pick me up, I went with him sight unseen.",1,1,1,1,0,0,0,1
1536,I moved to oklahoma with him.,1,1,0,0,0,0,0,1
1537,We ended up getting married unnecessarily.,0,0,1,0,1,1,1,0
1538,Today I tried on my new dress.,1,0,0,0,0,0,0,1
1539,It looked amazing on me.,1,0,0,1,0,0,0,1
1540,However I ruined it as soon as I spilled wine on it.,0,0,1,1,1,1,1,0
1541,I immediately tried to treat it but it got worse.,0,0,0,1,1,1,1,0
1542,I had to send it off to the cleaners.,0,0,0,0,1,0,1,0
1543,She celebrates a holiday called Hanukkah.,1,1,0,0,0,0,0,0
1544,We decided to help her celebrate.,1,1,0,0,0,0,0,1
1545,We bought all the supplies and threw a party for her.,1,1,0,1,0,0,0,0
1546,She was so happy.,1,0,0,0,0,0,0,0
1547,The Jackson family decided it would be fun to go to the beach.,1,0,0,1,0,0,0,1
1548,It was quite a long drive to get there however with a ton of traffic.,0,0,0,0,0,1,1,1
1549,The long wait was worth it however as the day was beautiful.,1,0,1,0,1,1,1,0
1550,The family ran to check out how nice the water was.,1,0,0,1,0,0,0,1
1551,The kids ended up swimming for nearly 2 hours.,1,0,0,0,0,0,0,0
1552,I've wanted a puppy since I was young.,1,0,0,0,1,0,0,1
1553,"Yet, I still don't have a puppy.",0,0,0,0,1,0,1,0
1554,"So, I decided to do something about  it.",1,1,0,0,0,0,0,1
1555,I went to the big box pet store.,1,0,1,0,0,0,0,1
1556,I just bought the cutest one!,1,1,0,0,0,0,0,0
1557,Alicia loved tattoos.,1,0,0,0,0,0,0,0
1558,She decided to get one.,1,0,0,0,0,0,0,1
1559,She did research and found a great tattoo artist.,1,1,0,0,0,0,0,1
1560,Alicia and the tattoo artist worked together to create a good design.,1,1,0,0,0,0,0,1
1561,Alicia is now very happy with her new tattoo.,1,1,0,1,0,0,0,0
1562,"They had free coffee there, plus a tv.",1,1,0,1,0,0,0,0
1563,We watched a show about traveling in France.,1,0,0,0,0,0,0,0
1564,The dessert was a cheese assortment.,1,0,0,0,0,0,0,1
1565,I had cheese for dessert that very night.,1,0,0,0,0,0,0,0
1566,Amy needed a new pair of shoes.,1,0,0,0,1,0,0,1
1567,She asked her mother to buy her a pair.,0,0,0,0,1,0,0,1
1568,Her mother reminded her she should use her allowance money.,0,0,0,0,1,0,1,0
1569,She only had $5.,1,0,1,0,1,0,0,1
1570,"Luckily, she found a great pair at the thrift store.",1,0,0,1,0,0,0,0
1571,Sara decided to enjoy it by going to the park and painting the foliage,1,1,0,0,0,0,0,1
1572,"A few hours into her painting, a man walked by.",1,0,0,1,0,0,0,1
1573,He told her he loved her painting and wanted to buy it off of her.,1,0,0,1,0,0,0,1
1574,Sara was flattered that someone would pay for her art.,1,1,0,0,0,0,0,1
1575,Bill was on boating while on holiday.,1,0,0,1,0,0,0,1
1576,Bill had been drinking pretty heavily when his boat ran out of gas.,0,0,1,0,0,1,1,0
1577,The coastguard had to come and tow him back to land.,1,1,0,0,1,1,0,1
1578,The coastguard smelled alcohol on Bill and arrested him.,0,0,1,1,1,1,1,1
1579,Bill never drank while boating again!,0,0,0,0,1,1,1,0
1580,Tom was at his middle school dance.,1,0,1,0,0,0,0,1
1581,He was dancing with friends.,1,0,0,0,0,0,0,0
1582,The music then changed to a slow song.,1,1,0,1,0,0,0,1
1583,A few friends partnered up and kept dancing.,1,1,0,1,0,0,0,1
1584,Tom just went to get more punch.,0,0,0,0,0,0,0,1
1585,Gina called her dad to ask for money.,0,1,1,0,1,1,0,0
1586,"She was nervous, but she had no one else to ask.",0,0,1,0,0,0,0,1
1587,She was happy when he agreed.,1,1,0,1,0,0,0,1
1588,Gina hung up the phone relieved.,1,0,0,1,0,0,0,1
1589,She was happy it had turned out well.,1,1,0,0,0,0,0,1
1590,Gretchen combed her hair in the morning.,1,0,0,0,0,0,0,0
1591,She noticed one grey hair.,0,0,1,1,1,0,0,0
1592,She pulled the grey hair out with tweezers.,0,0,0,0,1,1,1,0
1593,Then she noticed another grey hair.,0,0,1,1,1,1,0,0
1594,She left that one where it was.,0,0,1,1,1,1,0,1
1595,Rita decided she wanted to raise money for her favorite charity.,1,1,0,0,0,0,0,1
1596,She first tried to get people to donate money.,0,0,0,0,0,0,0,1
1597,That process wasn't successful.,0,0,0,1,1,1,1,0
1598,"Finally, she opted to have a fashion show and take donations.",1,0,0,1,0,0,0,1
1599,The show was a success and she collect thousands of dollars.,1,0,0,0,0,0,0,0
1600,I finally got my motorcycle started.,1,1,0,1,0,0,0,1
1601,I was driving really slow.,0,0,1,0,0,0,0,1
1602,I got a quarter mile from the house.,0,0,1,1,1,1,1,1
1603,And I slid into a snowbank.,0,0,1,1,1,0,0,0
1604,Ronald had a bag that meant a lot to him.,1,0,0,0,0,0,0,0
1605,It could be considered his favorite bag.,0,1,1,0,0,0,0,1
1606,"One day, he could not find his bag.",0,0,1,1,1,0,0,0
1607,He searched everywhere and could not find it.,0,0,1,1,1,0,1,1
1608,"Eventually, he found it in the washer.",1,0,0,1,0,0,0,0
1609,Jill was overjoyed to have her very own apartment.,1,1,0,1,0,0,0,1
1610,"She had lived at home, then in a dorm, then with friends.",1,1,0,1,0,0,0,1
1611,This was the first time she had a place all to herself.,1,0,0,0,0,0,0,0
1612,She couldn't wait to give it her own personal touch.,1,0,0,0,0,0,0,1
1613,Then it would really feel like home!,1,1,0,0,0,0,0,1
1614,"Every weekend, he would drink to excess.",0,0,1,0,1,1,1,0
1615,"Sometimes, he would try to fight Bill while drunk.",0,0,1,0,1,1,1,0
1616,"One night, Bill fought back.",0,0,1,1,0,1,1,0
1617,Bill's brother got knocked out because he was drunk.,0,0,1,0,1,1,1,0
1618,Jenny loved everything about her house.,1,1,0,1,0,0,0,0
1619,The bathtub was her favorite thing.,1,1,0,0,0,0,0,1
1620,She liked to take a nice hot bath at the end of the day.,1,1,0,1,0,0,0,0
1621,"One night, she turned the faucet on.",1,1,0,0,0,0,0,1
1622,She walked away and forgot and the bathroom flooded!,0,0,1,1,1,1,1,0
1623,I went to the bowling alley with a friend.,1,1,0,0,0,0,0,1
1624,This was the first time she had gone bowling.,1,1,1,1,0,0,0,1
1625,I had to show her how to hold the ball.,1,1,0,0,0,0,0,1
1626,She was very good at bowling.,1,1,0,1,0,0,0,1
1627,She beat me in every game!,1,0,0,1,0,0,0,1
1628,John left his workshop in a rush one night after a long day.,0,1,1,0,0,0,0,1
1629,During his drive home he was stopped by a police officer.,0,0,0,1,0,1,1,1
1630,John feared he'd be arrested for speeding.,0,0,1,1,0,0,0,0
1631,He rolled down his window to speak with the officer.,0,0,1,1,0,0,0,1
1632,He was relieved when told he'd forgotten to turn his headlights on.,1,1,0,1,0,0,0,1
1633,Jason ate an entire carton of ice cream.,0,0,0,0,1,1,1,0
1634,His stomach felt bad.,0,0,0,0,1,1,0,0
1635,He went to the restroom to vomit.,0,0,1,1,1,1,0,0
1636,He felt tired after he vomited.,0,0,1,1,1,1,0,0
1637,Jason took a guilty nap.,0,0,0,0,0,0,0,0
1638,The squirrel works hard when Autumn arrives.,0,0,0,0,0,0,0,1
1639,"He scurries about, gathering acorns on the ground.",1,0,0,0,0,0,0,1
1640,"Hungry birds watch him from the trees, and swoop down on him.",0,0,1,0,0,0,0,1
1641,The squirrel is too fast for them.,0,0,1,1,1,0,0,1
1642,"He dashed for the safety of his tree, with the acorn in his mouth.",0,0,1,1,0,0,0,1
1643,Amy's friend Beth was having a baby.,1,1,1,0,0,0,0,1
1644,Amy called her friends to come to a surprise baby shower.,1,1,0,1,0,0,0,1
1645,Everyone waited quietly for Beth to enter.,1,1,0,1,0,0,0,1
1646,She was shocked when she saw everyone.,1,1,0,1,0,0,0,1
1647,Beth was so happy since she thought no one cared to give her a shower.,1,0,0,1,0,0,0,0
1648,There was a little old lady who sat at the window everyday.,0,0,0,0,1,0,0,0
1649,She didn't speak much but understand a whole lot.,0,1,1,0,1,0,1,0
1650,One day i decided to go and talk to her.,1,1,0,1,0,0,0,1
1651,I tried to talk to the old lady by the window.,1,0,0,0,0,0,0,1
1652,She wouldn't speak a word but just continued to stare out the window.,0,0,1,0,1,0,1,0
1653,Darin was tired of his job.,0,0,0,0,1,1,1,1
1654,He received project after project with no end in sight.,1,0,1,1,1,1,1,0
1655,The stress was beginning to affect his personal life.,0,0,0,0,1,1,1,0
1656,"After much thought, Darin decided to take some time off.",1,0,0,0,0,0,0,0
1657,It was as if a huge weight had been taken off his shoulders.,1,0,0,0,0,0,0,0
1658,A man wins a six million dollar lottery in Oregon.,1,0,0,1,0,0,0,1
1659,He bought the ticket through a proxy.,1,0,0,1,0,0,0,1
1660,They allow the man to remain anonymous because he is from Iraq.,1,0,1,1,0,0,0,1
1661,Revealing his ID would put him at high risk.,1,1,1,1,0,0,0,0
1662,They send the man his money.,1,1,0,1,0,0,0,1
1663,"He decided to visit Germany, so he bought a train ticket there.",1,0,0,1,0,0,0,1
1664,He got on the train and settled in for the ride.,1,0,0,0,0,0,0,1
1665,"Later, the ticket inspector came around to inspect tickets.",1,1,0,1,0,0,0,1
1666,Colin lost his ticket and had to pay a large fine.,0,0,1,1,1,1,1,0
1667,Jimmy had a great idea for a social networking website.,1,1,0,0,0,0,0,1
1668,Jimmy didn't have enough money to get his idea off the ground.,0,0,0,1,1,0,1,0
1669,He decided to use crowdfunding to try and fund his project.,1,0,0,0,0,0,0,1
1670,He set up a page and asked for donations.,1,1,1,0,0,0,0,1
1671,He got enough money to start his website.,1,0,0,0,0,0,0,1
1672,He tripped on a toy and dropped the computer.,0,0,1,0,1,1,1,0
1673,Everything snapped and he could tell it was ruined.,0,0,1,1,1,1,1,0
1674,He stayed up all night trying to fix it but knew it was useless.,0,0,1,0,1,1,1,1
1675,Luckily he had a warranty to replace it.,1,1,1,1,1,1,1,1
1676,A band wanted to sound different.,0,0,0,0,0,0,0,1
1677,They bought cello bows.,1,1,0,1,0,0,0,1
1678,They played guitars with them.,1,0,0,0,0,0,0,1
1679,The sound made them famous.,1,1,0,1,0,0,0,1
1680,Yesterday was Matthew's birthday.,1,0,0,0,1,0,0,0
1681,He always goes out for a special birthday dinner.,1,0,0,0,0,0,0,1
1682,This year he chose the Choo Choo Dinner for his meal.,1,1,0,0,0,0,0,0
1683,He checked the website and learned the Choo Choo diner closes at 3pm.,0,0,0,1,1,0,1,0
1684,He decided to go to the All Aboard Diner for dinner instead.,1,0,0,0,0,0,0,1
1685,The farmer woke up early everyday.,1,1,0,0,0,0,0,0
1686,He had a lot of tasks to do.,0,1,0,0,0,0,0,1
1687,He walked into the barn to pick the eggs.,1,0,0,0,0,0,0,1
1688,The farmer took a break as the sun came up.,0,0,0,0,0,0,0,0
1689,Tim didn't like wearing his seatbelt.,0,0,0,0,0,1,1,0
1690,He thought it was too uncomfortable.,0,0,0,0,1,1,1,0
1691,One day he got into a bad accident.,0,0,1,1,1,0,1,0
1692,He went flying out of the window.,0,0,1,1,1,0,0,1
1693,Tim died in the hospital shortly after.,0,0,0,0,0,0,0,0
1694,Gina and her friend Lisa were looking for a job.,1,0,1,0,1,0,0,1
1695,Neither of them had worked before.,0,0,1,0,0,0,0,1
1696,They went all over downtown applying together.,1,1,1,0,0,0,0,1
1697,Gina was sure they would each get hired.,1,1,0,0,0,0,0,1
1698,Two weeks later neither of them had an interview.,0,0,1,1,1,1,1,0
1699,"When we went to get on the go carts, we were stopped.",0,0,1,1,0,0,0,0
1700,The attendee said we had to wear appropriate shoes.,0,0,0,0,1,1,1,0
1701,My son was wearing flip flops.,0,0,1,1,1,1,1,0
1702,Thankfully he was kind and let our son borrow his shoes.,1,0,0,0,0,0,0,0
1703,We said thank you and our son enjoyed the ride.,1,1,0,0,0,0,0,0
1704,My aunt lives on an island in Lake Michigan.,0,0,0,0,0,0,0,0
1705,You have to take a ferry to get there.,0,0,0,0,1,0,0,0
1706,There is only one store on the whole island to buy groceries.,0,1,0,1,0,0,0,0
1707,"We only go in the summertime, when you can enjoy the beach.",1,0,0,0,0,0,0,0
1708,Gina and Lisa were walking to the Park.,1,0,0,0,0,0,0,0
1709,Lisa ran from a bee without thinking.,0,0,1,1,0,0,0,1
1710,Gina laughed at how silly Lisa was.,1,0,0,0,0,0,0,0
1711,Lisa had run off and left his sister and brother in their stroller.,1,0,0,1,0,0,0,0
1712,Some kids were playing by the creek.,1,0,0,0,0,0,0,1
1713,One found a large stone tablet in the riverbed.,1,0,0,1,0,0,0,1
1714,They cleaned it up and took it home.,1,0,0,1,0,0,0,1
1715,One kid's dad said that it looked like an antique.,1,0,0,1,0,0,0,1
1716,They took it to their history teacher to find out.,1,0,0,1,0,0,0,1
1717,One day the production line came to a sudden halt.,0,0,1,1,0,1,1,1
1718,It took two hours to get new fuel supplies.,0,0,0,0,0,1,1,1
1719,Rhonda enjoyed an unscheduled break from work.,1,0,0,0,0,0,0,0
1720,He saw a masked man come in and brandish a gun.,0,0,1,1,0,0,1,1
1721,"The man told the customers to lay down, then demanded money.",0,0,1,1,1,1,0,1
1722,Joe obediently lay on his stomach and prayed.,0,0,1,1,1,0,0,1
1723,"Soon the robber ran off and Joe got up, very shaken.",1,0,1,1,0,1,1,1
1724,Corry moved into a new apartment.,1,0,0,0,0,0,0,1
1725,After a while he noticed a bad smell.,0,0,1,1,1,1,1,0
1726,He could never place it.,0,0,1,0,1,1,0,0
1727,He had to have professionals go in and find it.,0,0,1,0,1,1,1,1
1728,They located the problem and fixed it.,1,0,0,0,0,0,0,0
1729,A cat approached me.,0,1,0,0,0,0,0,1
1730,"Since it seemed friendly, I gave it some food.",1,1,0,0,0,0,0,1
1731,A group of people suddenly appeared and thanked me.,1,1,0,0,0,0,0,0
1732,"Since they were looking for that cat, they offered me an award.",1,1,0,1,0,0,0,1
1733,One morning he realized the freezers weren't working.,0,0,0,1,1,1,1,0
1734,Dave called a repairman immediately.,0,0,1,1,0,1,1,1
1735,The repairman arrived within an hour.,1,1,0,0,0,0,0,1
1736,Dave was able to get back on the road in no time!,1,1,0,0,0,0,0,1
1737,Bobby wanted to try out for the track team.,1,1,0,0,0,0,0,1
1738,He did not think he was good enough so he started to practice.,0,0,1,0,0,0,0,1
1739,He ran back and forth on his block to improve his speed.,0,1,0,0,0,0,0,1
1740,"When he finally tried out for the team, he got on it!",1,0,0,1,0,0,0,1
1741,He realized that his hard work is what made him good at the sport.,1,1,0,1,0,0,0,0
1742,Kimmy was swinging herself on the swing set.,1,0,0,0,0,0,0,1
1743,A large bee bit her on the face.,0,0,1,1,0,0,0,0
1744,"After a few minutes, her face became swollen.",0,0,1,1,1,0,1,0
1745,She went to her mom and ended up going to the clinic.,0,0,1,1,1,0,0,0
1746,She received medication to treat the condition.,0,0,1,0,1,0,0,0
1747,Mike had been getting really bad headaches lately.,0,0,0,1,1,0,1,0
1748,The headaches went on for weeks.,0,0,1,0,0,0,0,1
1749,Mike finally decided to see a doctor about his headaches.,0,0,1,0,0,0,0,1
1750,At the doctor he receives frightening news.,0,0,1,1,1,0,0,0
1751,Mike has a tumor growing on his head and needs it removed.,0,0,1,1,1,0,0,1
1752,Tommy took his girlfriend on a weekend getaway.,1,0,0,0,0,0,0,1
1753,Laura found junk food in his suitcase.,1,0,0,1,0,1,0,0
1754,Tommy knew she loved Cracker Jacks and that was the one she picked.,1,1,0,0,0,0,0,0
1755,"When she opened the prize in the box, there was a diamond ring.",1,1,0,1,0,0,0,1
1756,Laura turned around in amazement and saw Tommy down on one knee.,1,0,1,0,0,0,0,1
1757,"I was sitting at a party, and my friends and I realized we were hungry.",0,1,0,0,1,0,0,1
1758,We decided to order some pizza.,1,0,0,0,0,0,0,1
1759,"We asked everyone else at the party if they wanted pizza, too.",1,1,0,0,0,0,0,1
1760,Only three other people said they would also eat pizza.,0,0,0,0,0,0,0,1
1761,We ended up ordering four pizzas.,1,0,0,0,0,0,0,1
1762,Eric was grounded by his father after he got bad grades.,0,0,0,0,1,0,1,1
1763,"He called me up and asked to come over, but I couldn't.",0,0,0,0,1,0,1,0
1764,"After a few more days I ended up coming over, and Eric wasn't there!",0,0,1,1,1,1,1,0
1765,Eric left the house and I accidentally called attention to it!,0,0,1,1,1,0,1,1
1766,Eric ended up getting in even more trouble because of that.,0,0,1,1,1,1,1,0
1767,I wasn't sure what it was.,0,0,1,1,0,0,0,1
1768,I decided to check the tire pressure and one was way low.,0,1,1,1,0,0,0,1
1769,I filled it back up to the appropriate specs.,1,0,0,1,0,0,0,0
1770,After that it was a perfectly smooth ride.,1,0,0,0,0,0,0,0
1771,Billy did not like the basement.,0,0,0,0,1,1,0,0
1772,It was dark and cold.,0,0,1,1,1,1,0,0
1773,His ball had fallen down the stairs.,0,0,1,1,1,0,0,0
1774,He did not go down in the basement.,0,0,1,0,1,0,1,1
1775,He made his dad get the ball.,0,1,1,0,0,0,0,1
1776,I was out for a jog with my girlfriend one day.,1,0,0,0,0,0,0,0
1777,We were running down our street when we began to feel hungry.,0,0,0,1,0,0,1,1
1778,We decided to look for a restaurant to grab a quick bite.,1,1,0,0,0,0,0,1
1779,We found a local burger shop and grabbed some food.,1,0,0,0,0,0,0,0
1780,"After eating, we walked back to our car and went home.",1,1,0,0,0,0,0,0
1781,Cara's life had been filled with very mean men.,0,0,1,0,1,1,1,1
1782,She despised that she'd ever meet a good one.,0,0,0,0,1,1,0,0
1783,Then she discovered Craig's list.,1,0,0,1,0,0,1,1
1784,Cara found a wonderful man on the forum.,1,1,0,1,0,0,0,1
1785,"She married him, and he's a model husband and father.",1,1,0,0,0,0,0,0
1786,Tim was never good with dates.,0,0,1,0,1,0,0,0
1787,He always forgot his mom's birthday.,0,0,0,1,1,1,1,0
1788,Last year he called her at the last minute.,1,0,0,0,1,0,0,0
1789,This year he set an alarm on his calendar.,0,0,1,1,1,0,0,1
1790,Even then he still waited until really late to call.,0,0,0,0,1,0,0,1
1791,Cindy is very tired.,0,0,0,0,0,0,0,0
1792,Her children will not take a nap.,0,0,0,0,1,1,1,1
1793,Cindy decided to take the kids to the park.,1,0,0,0,0,0,0,1
1794,They played until they were tired.,1,0,0,0,0,0,0,1
1795,Now they are all taking naps.,1,0,0,0,0,0,0,0
1796,Amy was on a late night drive.,1,0,0,0,0,0,0,1
1797,She passed a sign that said Welcome to Ebenezer.,1,1,0,1,0,0,0,1
1798,Amy knew she was very lost!,0,0,1,1,0,0,0,1
1799,So she pulled into a gas station and asked for directions.,0,0,1,0,1,0,0,1
1800,It turned out she had come fifty miles from home!,0,0,1,1,0,0,0,1
1801,During a typical meeting I was sitting in a wooden chair.,1,0,0,0,0,0,0,0
1802,I keep hearing weird noises coming from my chair.,0,0,0,1,0,0,0,1
1803,I just ignored it and just paid attention to the meeting.,0,0,0,0,0,0,0,0
1804,"Then, out of nowhere my chair broke and I fell down.",0,0,0,1,1,0,0,0
1805,Everyone saw this and laughed.,1,0,1,1,1,0,1,0
