,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
1501,"As I child, I liked to dig holes.",1,1,0,0,0,0,0,1
1502,I enlisted the help of my sister to dig in a sandbox.,1,0,0,0,0,0,0,1
1503,We made it through the sand and dug into the muddy dirt.,0,0,1,1,1,1,1,0
1504,We got in trouble for harming the playground area.,1,0,1,1,0,0,0,1
1505,Sally just got a brand new car.,1,1,0,0,0,0,0,1
1506,She wanted to customize it.,1,0,0,0,0,0,0,0
1507,She found a set of shiny chrome rims online.,1,0,0,0,0,0,0,0
1508,She got them installed on her car the next day.,1,0,0,0,0,0,0,0
1509,The tutor was unsuccessful.,0,0,1,1,1,0,1,1
1510,Mark lived below an office who just installed a new doorbell.,0,0,0,0,0,1,1,0
1511,Mark could hear the doorbell clearly in his apartment.,0,0,0,1,0,1,1,1
1512,"Friday evening the doorbell started to ring, over and over and over.",0,0,0,1,0,1,1,0
1513,Mark was home sick and being driven crazy by the repetition.,0,0,1,1,1,1,1,1
1514,John wanted something to do.,1,0,0,0,0,0,0,0
1515,John decided to play a sport.,1,1,0,0,0,0,0,1
1516,"Looking around, John spotted his golf clubs.",1,0,0,1,0,0,0,1
1517,John called up his friends to play.,1,1,0,1,0,0,0,1
1518,A father and son went out to play catch.,0,0,0,0,1,1,1,0
1519,The son got frustrated with his lack of skills.,1,1,0,0,0,0,1,1
1520,The father got him to keep practicing.,1,1,0,1,0,0,0,0
1521,"After a while, the kid caught every ball.",1,1,0,0,0,0,0,1
1522,Ben was at the park.,0,0,1,1,0,0,1,1
1523,He was feeling very hot.,1,0,0,1,0,0,0,1
1524,"To cool off, his mom bought him at ice cream cone.",0,0,0,1,1,1,1,0
1525,The ice cream started melting right away.,0,0,0,0,1,1,0,0
1526,Meisha's husband signed her up for an open mic.,0,0,1,1,1,0,1,0
1527,Meisha was furious and did not think she could do it.,1,1,1,0,0,0,0,1
1528,Meisha's husband encouraged her and practiced with her everyday.,1,1,1,0,0,0,0,1
1529,Meisha went to the comedy club and felt very prepared.,0,0,1,0,1,1,1,0
1530,Norma was not sure what to get her husband for his birthday.,1,1,0,0,0,0,0,1
1531,He was a simple man and he usually did not want much.,0,0,0,0,0,0,0,0
1532,The few things he did want or need he would buy himself.,1,0,0,1,0,0,0,1
1533,She finally found out he wanted to get himself a desk.,1,1,0,0,0,0,0,1
1534,Pam was still in town when the kids got off of school.,1,1,0,0,0,0,0,0
1535,Pam asked her sister to pick the kids up.,1,1,0,0,0,0,0,1
1536,Sam stayed at a friend's house during his visit.,1,1,0,0,0,0,0,1
1537,Sam and his friend went to Disneyland and Seaworld together.,1,1,0,1,0,0,0,1
1538,Lebron needed a new laptop for school.,1,0,0,0,0,0,0,1
1539,He decided to start mowing lawns after school.,1,1,0,0,0,0,0,1
1540,"After a month went by, Lebron had made a good amount of money.",1,0,0,0,0,0,0,1
1541,Paul was being bullied by a coworker.,0,0,1,1,1,0,1,1
1542,He told his boss.,0,0,1,1,0,1,1,1
1543,His boss talked to the coworker.,0,0,1,0,0,1,1,0
1544,The coworker continued to bully.,0,0,1,1,1,1,1,1
1545,He would often be the first person to report a fire.,0,0,1,1,0,1,0,1
1546,The fire department investigated some suspicious fires.,0,0,1,1,1,1,1,0
1547,They discovered that Clint had been setting fires.,0,0,1,0,1,1,1,0
1548,My sister has been dating her boyfriend for 2 years.,1,0,0,1,0,0,0,1
1549,Yesterday she called me with a surprise.,1,0,0,1,0,0,0,1
1550,She told me that her boyfriend proposed to her.,1,0,0,1,0,0,0,1
1551,"She said yes, to my utter amazement.",1,1,0,0,0,0,0,1
1552,Tim moved into a new house.,0,0,1,1,0,0,0,1
1553,The basement always freaked him out.,0,0,1,1,1,1,1,1
1554,One day he misbehaved and his mom locked him down there.,0,0,1,1,1,1,1,1
1555,He freaked out and cried uncontrollably.,0,0,1,0,1,1,1,1
1556,Teddy curled his arm hair.,0,0,0,0,1,1,0,0
1557,Some girls told him it was gross.,1,0,0,0,0,1,0,0
1558,He didn't listen to them.,0,0,1,0,0,0,0,1
1559,He shaved it off to make a statement.,1,0,0,1,0,0,0,0
1560,It was time for Judy to plant flowers with her grandmother.,1,1,0,0,0,0,0,1
1561,It was a tradition for them to plant impatiens together every year.,1,1,0,0,0,0,0,1
1562,Judy went to her grandmother's on Saturday morning.,1,1,0,0,0,0,0,1
1563,But when she got a new boyfriend he realized she was snoring.,0,1,0,1,0,0,0,0
1564,He tried to rock her back and forth.,1,1,0,1,0,0,1,0
1565,And when she settled on her back she kept silent.,1,1,0,1,0,0,0,0
1566,"Dan lived in the desert, but he planted crops anyway.",0,0,1,0,0,0,0,1
1567,He hoped he could raise food for his family.,0,0,1,0,0,0,0,1
1568,"As weeks passed he grew nervous, knowing it must rain soon.",1,0,0,1,0,0,0,1
1569,Finally the skies thundered and rain gushed down.,1,0,0,1,0,0,0,1
1570,Ann got a summer job at the movie theater.,0,0,0,0,1,0,1,0
1571,She hated working during the weekend.,1,0,0,1,0,0,0,1
1572,But then she found out about the perks of her job.,1,1,0,1,0,0,0,1
1573,Every month she could see a free movie!,1,0,0,1,0,0,0,1
1574,Kate and her friends were at a restaurant.,0,0,0,0,0,0,0,1
1575,For dessert Kate wanted cheesecake.,0,0,0,1,1,1,1,0
1576,But they only had vanilla bean cheesecake.,0,0,0,1,1,1,1,0
1577,Kate hated vanilla.,1,0,0,0,0,0,0,1
1578,Eli really had to urinate.,0,0,0,0,1,1,0,1
1579,He'd been holding it because he was busy.,0,0,1,1,0,0,0,1
1580,The bank called him again when he finally was getting up.,1,1,0,0,0,0,0,1
1581,Then one of his neighbors decided it was a good time to visit.,1,0,0,0,0,0,0,1
1582,Kobe Bryant also wanted to play professional basketball.,1,1,0,0,0,0,0,1
1583,Kobe Bryant practiced everyday.,1,1,0,0,0,0,0,0
1584,Kobe Bryant became a great basketball player.,1,0,0,1,0,0,0,1
1585,Amy called her friend Beth.,1,0,0,0,1,1,1,1
1586,But all Beth talked about was him.,0,0,0,0,1,1,1,0
1587,Beth didn't understand why he hadn't called Amy.,0,0,0,0,1,1,1,0
1588,Sarah cooked dinner for her friends.,1,1,0,0,0,0,0,1
1589,She made spaghetti and meat sauce.,0,0,1,1,1,0,0,0
1590,She thought she included all the ingredients.,0,0,0,0,1,1,1,0
1591,Sarah forgot to season the sauce and it was disgusting.,1,0,0,1,0,0,0,0
1592,Kerri was about to go blonde for the first time.,1,1,0,0,0,0,0,1
1593,She walked into the salon and was greeted by the staff.,1,1,1,1,0,0,0,1
1594,Kerri was taken into a chair as the staff washed her hair.,0,0,1,0,0,0,0,1
1595,"After washing, they put bleach on her hair.",1,1,0,1,0,0,0,1
1596,Andrea and her family live in Nebraska.,1,0,1,1,0,0,0,1
1597,"Last winter, there was so much snow that it came up to Andrea's knees.",0,0,1,0,0,0,0,1
1598,She was worried because she couldn't walk to school in knee-deep snow.,1,0,0,1,0,0,0,0
1599,Harry got home from a long day at work.,1,0,0,0,0,0,0,1
1600,He really wanted to relax.,1,0,0,0,0,0,0,1
1601,He wondered how he should.,1,0,0,0,0,0,0,1
1602,He decided to turn on the tv.,1,0,0,0,0,0,0,0
1603,Tara went to her ten year high school reunion.,1,0,0,1,0,0,0,1
1604,She saw a lot of her old friends and classmates.,1,0,0,1,0,0,0,1
1605,Tara caught up with them all night.,1,1,0,1,0,0,0,1
1606,"At the end of the night, Tara had a realization.",0,0,0,1,1,1,1,0
1607,The two classes of children engaged in a game of Tug of War.,1,0,0,0,0,0,0,1
1608,The rope was pulled tightly between the two teams.,0,0,0,1,0,0,0,1
1609,One side took an early lead but slowly began to lose.,1,0,0,1,0,0,0,0
1610,The other side reeled in the other team like a fish.,1,0,0,1,1,0,0,1
1611,My pastor brought a bowl of soup to me.,1,1,0,0,0,0,0,1
1612,He recommended that I should taste it.,1,1,0,0,0,0,0,1
1613,"When I ate a small amount of the soup, I asked what it's made of.",1,0,0,1,0,1,0,0
1614,He said that it's most made of crabs and turtles.,0,0,0,1,1,1,1,0
1615,"We had several milking does, and a neutered male as a pet.",1,1,0,0,0,0,0,0
1616,"The male, named Chocolate, was a very friendly goat, and a great pet.",0,0,1,0,1,1,1,0
1617,"My parents decided he cost too much, and took him to the butcher.",0,0,0,1,1,1,0,0
1618,Gina's family had been back in Illinois for 2 weeks.,0,0,0,1,0,0,0,0
1619,She was certain they were moving back and she hadn't been told.,1,1,0,1,0,0,0,1
1620,When she confronted her mother about it she just laughed.,1,0,0,1,0,0,0,0
1621,They were never moving back to Illinois.,0,0,0,1,0,0,0,0
1622,Ara was given a solo in the school concert.,0,0,1,0,0,0,0,1
1623,She was so nervous!,0,0,1,0,0,0,0,1
1624,She practiced all week.,1,0,0,1,0,0,0,0
1625,"But at the show, her nerves left her.",1,0,0,0,0,0,0,0
1626,Sophie lived in Mexico.,1,1,0,0,0,0,0,0
1627,She lived with her family in a small farmhouse close to the border.,1,1,0,0,0,0,0,1
1628,One day Sophie's father told her they were going to see the USA.,1,1,0,0,0,0,0,1
1629,After a long trip through the desert Sophie stood on American soil.,0,0,1,1,1,1,1,0
1630,Mary was walking in the park when she heard a noise.,0,1,1,1,0,0,0,1
1631,She could hear a weird type of squawking.,0,0,1,0,1,0,1,1
1632,Mary looked all all over for the loud noise.,0,0,1,0,1,0,0,0
1633,She saw a hurt bird near the bottom of a tree.,0,1,0,0,1,0,0,1
1634,I was invited to a halloween party for this weekend.,0,0,0,1,1,0,0,0
1635,I am having trouble assembling my costume.,1,0,0,0,0,0,0,1
1636,I decided to go as a chef.,0,0,0,0,1,0,1,0
1637,I can't find any cartoonish chef hats available anywhere.,0,0,0,1,1,1,1,0
1638,Bill was tired of working for a corporation.,1,1,1,1,0,0,0,1
1639,Bill decided he would start his own business.,1,1,0,0,0,0,0,1
1640,Bill worked hard to make his business succeed.,1,1,0,1,0,0,0,1
1641,John was getting really anxious for his upcoming birthday party.,1,0,0,0,0,0,0,1
1642,He had told his mom that what he really wanted was a clown to perform.,1,1,0,1,0,0,0,1
1643,When the day finally arrived John couldn't hold his excitement.,1,1,0,0,0,0,0,1
1644,He was convinced the clown was going to be happy and fun.,0,0,0,1,1,1,1,0
1645,Esther loved to hand out candy to the kids on Halloween.,1,0,0,0,0,0,0,0
1646,She loved children but her grandchildren lived far away.,1,0,0,1,0,0,0,1
1647,Esther sat watching TV when the doorbell rang.,1,1,0,0,0,0,0,1
1648,She went to the door to give the children candy.,1,1,0,1,0,0,0,1
1649,Chuck was hiking the Appalachian Trail.,0,0,1,0,0,0,0,1
1650,He was in a hurry to get to the next shelter before dark.,1,1,0,1,0,0,1,0
1651,He was halfway there when he entered a field of wild blueberries.,1,1,0,0,0,0,0,0
1652,He picked and ate blueberries until well into the afternoon.,1,0,0,1,0,0,0,0
1653,Joe wanted to go to Stanford very badly.,1,1,1,0,0,0,0,1
1654,He worked hard all through high school to obtain his goal.,0,0,0,0,0,0,0,1
1655,He checked the mailbox everyday hoping for the big envelope.,0,0,1,1,1,0,0,1
1656,"The big envelope meant he got in, the small envelope meant rejection.",1,1,0,1,0,0,0,1
1657,John really wanted a new car for his first year at university.,1,1,0,0,0,0,0,1
1658,John got a job in construction for the Summer.,0,1,0,0,0,0,0,1
1659,John worked as many hours as he could.,1,1,0,0,0,0,0,0
1660,John saved up almost eight thousand dollars over three months.,1,0,0,0,0,0,0,1
1661,Tom was really hungry.,0,0,0,1,0,1,0,0
1662,He found some old meat in the fridge.,0,0,1,1,0,1,0,0
1663,It looked to have spoiled.,0,0,1,1,0,1,1,1
1664,Tom cooked it an extra amount of time.,1,0,1,1,0,1,0,1
1665,Cam was remodeling his kitchen floor with blue tile.,0,0,0,0,0,0,0,1
1666,He had laid 100 tiles and need 100 more.,0,1,0,0,0,1,0,1
1667,He went to the hardware store to buy more.,0,0,0,0,0,0,0,0
1668,They were sold out of blue but had green.,0,0,0,0,1,1,0,0
1669,She had hundreds of plants.,1,1,0,0,0,0,0,1
1670,Maria worked very hard to grow these vegetables.,1,1,0,0,0,0,0,1
1671,"As her veggies grew, Maria decided to set up a food stand.",1,1,0,0,0,0,0,1
1672,Anna had an essay to write for class.,1,0,1,1,0,0,0,1
1673,She had to choose her own topic.,1,0,1,0,0,0,0,1
1674,Finally she decided on marine life.,1,0,0,0,0,0,0,1
1675,She wrote about the Great Barrier Reef.,1,0,0,1,0,0,0,0
1676,Francis arrived at his job.,0,0,0,0,0,0,0,1
1677,The first thing to do was mop the floor.,0,0,0,0,0,0,0,1
1678,Francis mopped it diligently.,1,0,0,0,0,0,0,0
1679,It looked great.,1,0,0,0,0,0,0,0
1680,I recently updated my lottery winnings plan.,1,1,1,0,0,0,0,1
1681,I added a Power Of Attorney.,1,1,0,0,0,0,0,1
1682,I made provisions for a recently born nephew.,0,1,0,0,0,0,0,0
1683,I had my plan notarized by a notary republic.,1,1,0,0,0,0,0,0
1684,Charles read the post on the bulletin board.,1,0,0,1,0,0,0,1
1685,"It said a Macbook Pro was for sale, only three hundred dollars.",1,1,0,1,0,0,0,1
1686,Charles contacted the seller.,1,1,0,1,0,0,0,1
1687,She demonstrated the Mac computer and it worked fine.,0,0,0,1,1,0,1,0
1688,My husband and I often travel to Mexico.,0,0,1,0,0,0,0,1
1689,Unfortunately we do not speak Spanish.,0,0,1,1,0,0,0,1
1690,One day we were pulled over for speaking.,0,0,1,1,0,0,0,1
1691,We couldn't understand the officer but offered him cash.,1,1,1,1,0,0,0,1
1692,Terrance is recently divorced.,0,0,0,0,1,0,1,0
1693,He heads to the bar to feel better.,0,0,0,0,1,0,0,1
1694,He tells the bartender to give him some whiskey.,0,0,1,0,1,1,1,0
1695,He drinks until he can't stand.,0,0,1,0,1,1,0,0
1696,"When Rex was 70 years old, he retired.",1,0,0,0,0,0,0,1
1697,He had been looking forward to retirement all of his life.,1,0,0,0,0,0,0,1
1698,He sat in his armchair and thought about all the fun things to do.,0,0,0,0,1,0,0,0
1699,"Instead, he sat there and did nothing.",0,0,1,0,1,0,0,0
1700,Anna hated that summer was over.,1,1,0,1,0,0,0,1
1701,Then she got a whiff of the brisk fall air.,1,1,0,1,0,0,0,1
1702,It conjured up memories of Autumn fun - and Halloween!,1,0,0,0,0,0,0,1
1703,Anna decided she wasn't upset after all.,1,0,0,0,0,0,0,1
1704,The class wrote down their choice on a piece of paper.,1,1,0,0,0,0,0,1
1705,One student collected all of the votes.,0,0,0,1,0,0,0,1
1706,The teacher counted them all in private.,1,1,0,1,0,0,0,0
1707,Tony needed to buy his grandma a birthday present.,1,0,0,0,0,0,0,1
1708,He went to her favorite bakery.,0,0,0,1,1,0,1,0
1709,They were sold out of her favorite cake.,1,1,0,0,0,0,0,1
1710,The owner told Tony how to make it himself.,1,0,0,1,0,0,0,0
1711,Nancy had a baby boy.,0,0,0,0,0,1,1,0
1712,The baby boy was very fussy.,0,0,0,0,0,0,1,1
1713,She tried to give him a pacifier.,0,0,0,0,1,0,1,0
1714,He spit it out and cried more.,1,0,0,0,0,0,0,0
1715,I was running late to drop my daughter to school this morning.,0,0,0,0,1,1,1,1
1716,The drop off line was long today.,0,1,1,1,0,1,1,1
1717,One of the cars tried to cut through.,0,0,0,0,0,1,1,1
1718,"Frustrated, I honked at the car in the school zone.",1,0,1,1,0,0,0,1
1719,"Growing up, Tim always wanted to play professional baseball.",1,1,1,1,0,0,0,1
1720,"He practiced his hitting day in and day out, rain or shine.",1,1,0,0,0,0,0,1
1721,He was always the first one to show up and the last to leave practice.,1,1,0,0,0,0,0,1
1722,Coaches always sung his praises.,1,0,1,0,1,0,1,1
1723,Monica was putting her baby down for a nap.,0,1,1,0,0,0,0,1
1724,She laid the baby in it's crib and tried to leave.,0,0,1,0,1,0,0,0
1725,The baby started crying immediately.,0,0,0,0,1,0,0,1
1726,Monica had so stay with the baby or else he would cry.,0,0,1,0,1,0,1,1
1727,Christa's aunt had just had a new baby.,1,1,0,0,0,0,0,1
1728,Christa was really excited to go visit them.,1,1,0,0,0,0,0,1
1729,"When she arrived, she asked to hold the baby.",0,0,0,1,0,1,0,0
1730,Her aunt told her that she needed to wash her hands first.,1,1,0,0,0,0,0,1
1731,Laura was a fast food worker.,0,0,0,0,0,0,0,0
1732,She didn't pay much attention to her job.,0,0,0,0,0,0,1,0
1733,One day she was supposed to be taking an order.,0,0,1,1,1,1,0,1
1734,She was caught in the back texting.,0,0,1,1,1,1,1,0
1735,Marnie and Thelma went to the circus.,1,0,0,1,0,0,0,1
1736,They enjoyed the elephants and the acrobats.,1,0,1,1,0,0,0,1
1737,Marnie tensed up when the clown car came out.,1,0,1,1,0,0,0,1
1738,"When the clowns started getting out of the car, Marnie ran.",0,0,1,1,1,0,0,0
1739,Seth was walking home from school one day.,0,0,1,1,0,0,0,1
1740,Suddenly he heard tires screeching behind him.,0,0,1,1,0,0,1,0
1741,Things went black and then he woke up in the hospital.,0,0,1,1,1,1,1,1
1742,He was sore all over but mostly okay.,0,0,1,1,1,1,1,0
1743,He was going to graduate in two days.,1,0,0,0,0,0,0,1
1744,He was glad it was finally over.,0,0,0,1,1,0,1,0
1745,"Alas, he failed his final exam.",0,0,1,0,1,1,1,0
1746,Jimmy wanted to go to the playground.,1,1,0,0,0,0,0,1
1747,"When he got there, he went down the big slide three times.",1,1,0,1,0,0,0,1
1748,He saw some friends in the sandbox and joined them.,1,1,0,1,0,0,0,1
1749,"After a few sand sculptures, he played on the swings.",0,0,0,0,0,0,0,0
1750,Henry helped his mom decorate the house for Christmas.,0,0,1,0,0,0,0,1
1751,She was competing in a competition.,1,1,0,0,0,0,0,1
1752,It was a neighborhood competition for best decorated house.,0,0,0,1,1,0,0,1
1753,My mom lost last year.,1,0,0,1,0,0,0,1
1754,Kate was in the middle of a blackout.,0,0,0,1,0,0,0,0
1755,She was talking on her phone to entertain herself.,0,0,1,1,1,0,1,0
1756,And now the battery was dying.,1,1,0,1,0,0,0,1
1757,Just then she remembered her car charger.,1,1,0,1,0,0,0,1
1758,Rick and a few friends headed to the beach.,1,0,0,0,0,0,0,0
1759,After a long day Rick fell asleep in the sand.,0,0,1,1,1,0,1,1
1760,When Rick woke up he couldn't see anyone.,0,0,1,1,1,0,1,1
1761,He realized his body was buried completely underground.,0,0,1,1,0,0,1,0
1762,I really needed to meet some friends.,0,0,0,0,1,0,0,0
1763,"On the weekends, I usually just sat and did nothing.",0,0,1,0,1,0,0,0
1764,It really made my feel lonely.,1,1,0,0,0,0,0,1
1765,I decided to join a charity to help the less fortunate.,1,1,0,0,0,0,0,0
1766,Nathan wanted to take his new boat out to sail.,1,0,0,0,0,0,0,1
1767,He decided to sail it in the canal near his house.,1,1,0,0,0,0,0,0
1768,"Out in the water, he relaxed on the waves.",0,0,1,1,0,0,0,1
1769,"Suddenly, an alligator appeared near the boat.",0,0,1,1,0,0,0,0
1770,Tucker was lying on the couch watching television.,0,0,1,1,1,1,1,1
1771,The satellite lost its signal.,0,0,0,1,0,1,1,1
1772,Tucker missed the end of the movie he was watching.,1,1,0,1,0,0,0,0
1773,He found the movie on an online service.,1,0,0,1,0,0,0,0
1774,I needed to start my homework.,0,0,0,0,0,0,0,1
1775,"Since I'm working with a friend, I looked for a phone to text him.",0,0,1,1,0,0,0,1
1776,My phone didn't appear to be anywhere and I looked constantly.,0,0,1,1,0,0,0,1
1777,I got up from my seat and something dropped.,1,0,1,1,0,0,0,0
1778,Sara loves coffee.,1,0,0,0,0,0,0,1
1779,She wakes up every morning and drinks one cup.,1,1,0,0,0,0,0,1
1780,She mixes it was cream and sugar.,1,0,0,0,0,0,0,0
1781,Sara then takes a cup to work.,1,0,0,0,0,0,0,1
1782,He let his employees get away with anything.,1,1,0,0,0,1,1,0
1783,To strengthen his position he took managerial classes.,1,0,0,1,0,0,0,1
1784,"When he came back, he started a new regime at work.",0,0,0,0,0,0,0,1
1785,Bob took his daughter Anna sledding for the first time.,0,1,1,0,1,0,0,1
1786,She was hesitant and afraid.,1,1,1,1,0,0,0,1
1787,"But Bob sat behind her on the sled, and held her tight.",1,1,0,0,0,0,0,1
1788,Then he pushed them together down the hill.,1,0,0,0,0,0,0,1
1789,Sean was on his computer.,1,0,0,1,0,0,0,1
1790,He saw a competition from a soda company.,1,1,1,1,0,0,0,1
1791,"He entered, and was asked to design a Christmas sweater.",1,0,0,1,0,0,0,1
1792,"Then, he waited.",1,0,0,1,0,0,0,1
1793,People throw a lot of usable things away.,1,1,0,0,0,0,0,1
1794,But he couldn't find anyone to go with him.,1,1,0,1,0,0,0,1
1795,He invited his baby sister Liesel.,1,1,0,0,0,0,0,1
1796,Sam was at a pool party.,1,1,0,1,0,0,0,1
1797,And she wanted to show her friends that she could swim.,1,0,0,0,0,0,0,1
1798,So she swam across the whole pool and across the deep end.,0,0,1,1,1,0,0,1
1799,But she struggled to stay afloat.,0,0,1,1,1,0,0,0
1800,Jeff is playing rugby.,1,1,0,0,0,0,0,1
1801,He is trying to make a score.,0,0,1,1,1,1,1,0
1802,He gets hit hard from behind.,0,0,1,0,1,0,0,0
1803,He falls to the ground in pain.,0,0,1,1,1,1,1,0
1804,Jason received three thousand dollars on his tax return check.,1,0,0,0,0,0,0,1
1805,He had plans to use the money to start a business.,1,0,0,0,0,0,0,1
1806,"But first, he wanted to go to the strip club.",1,0,0,0,0,0,0,1
1807,A stripper got him drunk and made him think she liked him.,0,0,1,1,1,1,1,0
1808,Sally and Doug played a game in their living room.,1,0,0,0,0,0,0,0
1809,"It was checkers, and they both were good.",1,0,0,0,1,0,1,0
1810,Doug lost the last 5 games however.,1,0,0,0,1,0,0,1
1811,He recommended they play tic tac toe.,0,0,1,1,0,1,1,0
1812,Jasmine and her family walked into the shop.,1,0,0,0,0,0,0,1
1813,She was very excited.,1,1,0,0,0,0,0,1
1814,This place had the best doughnuts in town.,1,1,0,0,0,0,0,1
1815,They got to the counter and ordered.,1,0,0,1,0,0,0,1
1816,We had good friends in our condo from 1993 to 1998.,0,0,0,0,1,0,0,0
1817,Our friends moved back to Buffalo in 1998.,0,0,0,0,1,0,0,0
1818,"My 9 year old son was very sad, and cried on moving day.",0,0,0,0,1,0,0,0
1819,We helped them move and waved goodbye.,1,1,0,1,0,0,0,1
1820,John was invited by a friend to meet for coffee.,1,1,0,0,0,0,0,1
1821,John's buddy came in and shook John's hand.,0,0,1,1,0,1,1,0
1822,The buddy then said that he had a terrible cold.,0,0,1,1,0,1,0,1
1823,"John excused himself, running to the bathroom.",0,0,1,1,0,1,0,1
1824,Marcia had a big problem with her addiction.,0,0,1,1,1,1,1,0
1825,"For years now, she spent several hours on Reddit forums each day.",0,0,1,1,1,1,1,0
1826,She neglected spending time with her husband.,0,0,1,0,1,1,1,0
1827,She even neglected her hygiene.,0,0,1,1,1,1,1,0
1828,Tom entered his dog into a dog show.,1,0,0,1,0,0,0,1
1829,He made it to the finals with several other dogs.,0,0,0,1,1,1,1,0
1830,But his dog Fido had to go potty.,0,0,1,1,1,1,1,0
1831,And decided to do so right on the show floor.,0,0,0,1,1,0,1,0
1832,She made a casserole everyone loved.,1,0,0,0,1,1,1,1
1833,They all asked for the recipe but Dina refused.,1,1,0,1,0,0,0,0
1834,It was her secret!,1,0,0,0,0,0,0,1
1835,Anna got the same lunch every day - bologna and carrots.,0,0,0,0,1,0,0,0
1836,She wished her family could afford more diverse meals.,0,1,0,0,1,0,0,0
1837,Then she saw that some kids in her class couldn't afford lunch at all.,1,0,0,1,1,0,0,0
1838,This made Anna feel a lot better about her own situation.,1,0,0,1,1,0,0,0
1839,Anna grew up vegan.,1,0,0,0,0,0,0,1
1840,On her eighteenth birthday she went for a treat.,1,0,0,1,0,0,0,1
1841,She bought an ice cream cone!,0,0,0,1,1,0,0,0
1842,But it gave her a terrible stomachache.,0,0,1,1,1,1,1,0
1843,I sold much of my original art collection in 1999.,0,0,1,0,1,0,0,1
1844,I was in debt and needed the money.,1,1,0,1,1,0,0,0
1845,I sold one piece for $1200.,0,0,0,0,1,1,0,0
1846,I was able to pay off some debt but missed my art.,1,1,0,0,0,0,0,1
1847,Kenny was a tight wad.,0,0,0,0,0,0,0,0
1848,"He hated paying for things, especially haircuts.",1,1,0,0,0,0,0,1
1849,He decided to go to a haircutting school to save his money.,0,0,0,0,1,1,1,0
1850,He quickly found out you get what you pay for.,0,0,0,1,1,0,0,0
1851,"One night, I brushed my teeth before going to bed.",0,0,1,1,0,0,0,1
1852,"But while brushing, I felt a sore in my mouth.",0,0,1,1,1,1,0,1
1853,I brushed more slowly to avoid being hurt.,1,1,1,1,0,0,0,1
1854,"When I was done, I rinsed my mouth.",0,0,1,1,0,1,0,1
1855,All of the neighborhood kids came out to play.,0,0,0,0,1,0,0,0
1856,I heard from my neighbor that there was a bear in the neighborhood.,0,0,1,1,1,1,0,1
1857,I haven't been jogging for days because I'm afraid of the bear.,0,0,1,0,0,0,0,1
1858,The bear was last sighted 2 weeks ago near my house.,0,0,1,1,0,0,0,1
1859,I should wait at least another month before I go jogging again.,1,1,0,0,0,0,0,1
1860,Chebon was an all state football player in high school.,1,1,0,0,0,0,0,1
1861,He had high expectations to be great at football in college.,1,0,0,1,0,0,0,1
1862,He played one play and threw a touchdown pass.,0,0,1,1,1,1,1,0
1863,He injured his knee and never played again.,1,0,0,1,0,0,0,1
1864,Jim and Gil found a wallet lying on the ground.,0,0,0,1,0,0,0,0
1865,There was over a hundred dollars in it but no id of any kind.,0,0,1,1,0,0,0,1
1866,There wasn't anyone around so they weren't sure what to do.,1,0,0,1,0,0,0,1
1867,They put up signs in the area asking if anyone had lost a wallet.,1,1,1,1,1,1,0,1
1868,Lisa had a job interview in three days.,0,0,1,1,1,0,0,1
1869,She was nervous and unprepared.,0,0,1,1,1,0,1,1
1870,Lisa decided to study for the interview.,1,1,1,0,0,0,0,1
1871,She practiced for nine hours every day.,1,1,0,0,0,0,0,0
1872,Anna loved her science class.,1,1,0,0,0,0,0,1
1873,Her science teacher encouraged her to compete in the science fair.,1,1,0,0,0,0,0,1
1874,Anna's teacher worked with her a lot after school.,1,1,0,0,0,0,0,1
1875,Anna presented her project at the fair.,1,1,0,1,0,0,0,1
1876,I won a jackpot at the casino.,1,0,0,0,0,0,0,0
1877,I was playing a new slot I had never tried before.,1,0,0,1,0,0,0,1
1878,My friend talked me into playing it even though I was ready to go home.,1,0,0,1,0,0,0,1
1879,"I spun the reels a few times, then hit the jackpot.",1,0,0,1,0,0,0,1
1880,We were staying at my Pop's house on vacation.,0,0,1,1,0,0,0,1
1881,"I was messing around under his bed, when I found a gun.",0,0,1,1,0,0,0,0
1882,"I picked it up and looked at it, in shock.",0,0,1,1,1,1,1,1
1883,"Suddenly, my aunt came in and yelled to put it down!",0,0,1,1,1,0,1,0
1884,This morning I took a seat in my favorite chair.,0,0,0,1,1,0,0,0
1885,"To my surprise, the chair broke.",0,0,0,1,1,0,0,0
1886,When it broke I fell straight to the floor.,0,0,1,1,1,1,1,1
1887,I ended up spraining my ankle.,0,0,1,1,1,0,0,1
1888,Cammy was eating cereal.,0,0,0,0,1,0,0,0
1889,But it quickly became soggy.,1,1,0,1,0,0,0,1
1890,She decided to eat the cereal without milk the next time.,0,0,0,1,1,1,1,0
1891,But she found it too dry.,0,0,0,1,0,1,0,1
1892,Anna went for a walk.,1,0,1,1,0,0,0,0
1893,She saw a red squirrell.,1,0,0,1,0,0,0,1
1894,"The squirrel was very big and pretty, and Anna wanted to pet it.",1,1,0,0,0,0,0,1
1895,Anna tried to catch the squirrel.,0,0,1,1,1,0,0,0
1896,Hugo was a freshman at the university.,1,1,1,1,1,0,0,1
1897,He needed to study for his examine but he couldn't find the library.,0,0,1,1,1,1,1,1
1898,Hugo walked around the campus for thirty minutes and gave up.,1,1,1,1,0,1,1,1
1899,"Finally, he found a map of the university.",1,0,0,0,0,0,0,1
